Rk,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
257,Illan Meslier,fr FRA,GK,Leeds United,22,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b625ac2
258,Alexander Mighten,eng ENG,FW,Nott'ham Forest,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,10ec4169
259,Luka Milivojević,rs SRB,MF,Crystal Palace,31,4,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2ce2508a
260,James Milner,eng ENG,MFDF,Liverpool,36,6,2,240,2.7,0,1,0,0,0,0,0,0,0.37,0.37,0,0.37,0.3,0.3,0.8,1.1,0.11,0.29,0.41,0.11,0.41,Matches,2f90f6b8
261,Yerry Mina,co COL,DF,Everton,27,1,1,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6d5701f2
262,Tyrone Mings,eng ENG,DF,Aston Villa,29,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,8397a50c
263,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23,6,5,387,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0,0,0.3,0.3,0,0.08,0.08,0,0.08,Matches,5cbd1eb0
264,Kaoru Mitoma,jp JPN,DFMF,Brighton,25,4,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.39,0.39,0,0.39,Matches,74618572
265,Aleksandar Mitrović,rs SRB,FW,Fulham,28,7,7,628,7,6,0,5,1,2,2,0,0.86,0,0.86,0.72,0.72,5,3.4,0.2,3.6,0.71,0.03,0.75,0.49,0.52,Matches,3925dbd6
266,Kieffer Moore,wls WAL,FW,Bournemouth,30,7,4,375,4.2,1,0,1,0,0,0,0,0.24,0,0.24,0.24,0.24,0.3,0.3,0.1,0.4,0.08,0.02,0.09,0.08,0.09,Matches,01ce9e70
267,Mason Mount,eng ENG,MFFW,Chelsea,23,6,5,396,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.1,0.13,0.13,0.26,0.13,0.26,Matches,9674002f
268,Lucas Moura,br BRA,DFFW,Tottenham,30,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2b622f01
269,João Moutinho,pt POR,MF,Wolves,36,5,5,416,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.06,0.04,0.1,0.06,0.1,Matches,f5a00fa4
270,Jacob Murphy,eng ENG,FW,Newcastle Utd,27,7,0,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0.2,0.2,0.2,Matches,de112b84
271,Enock Mwepu,zm ZAM,FWMF,Brighton,24,6,2,213,2.4,0,1,0,0,0,0,0,0,0.42,0.42,0,0.42,0,0,0.4,0.4,0.02,0.16,0.18,0.02,0.18,Matches,1d5cab82
272,Vitaliy Mykolenko,ua UKR,DF,Everton,23,7,7,625,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.05,0.05,0.1,0.05,0.1,Matches,30d4a2e5
273,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25,7,6,536,6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,6b47c5db
274,Neto,br BRA,GK,Bournemouth,33,3,3,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a9dc785c
275,Pedro Neto,pt POR,FWMF,Wolves,22,7,7,576,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0.8,1.5,0.11,0.13,0.23,0.11,0.23,Matches,7ba2eaa9
276,Rúben Neves,pt POR,MF,Wolves,25,7,7,630,7,1,0,1,0,0,4,0,0.14,0,0.14,0.14,0.14,0.3,0.3,0.5,0.8,0.04,0.06,0.11,0.04,0.11,Matches,44bfb6c5
277,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,26,2,2,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.26,0,0.26,0.26,0.26,Matches,242715
278,Rasmus Nissen,dk DEN,DF,Leeds United,25,5,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.08,0.04,0.12,0.08,0.12,Matches,39769cff
279,Eddie Nketiah,eng ENG,FW,Arsenal,23,7,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.67,0.16,0.83,0.67,0.83,Matches,a53649b7
280,Christian Nørgaard,dk DEN,MF,Brentford,28,4,4,309,3.4,1,0,1,0,0,0,0,0.29,0,0.29,0.29,0.29,0.6,0.6,0.1,0.7,0.17,0.04,0.21,0.17,0.21,Matches,df0a4c90
281,Matheus Nunes,pt POR,MF,Wolves,24,5,5,434,4.8,0,1,0,0,0,1,0,0,0.21,0.21,0,0.21,0.5,0.5,0.4,0.8,0.09,0.08,0.17,0.09,0.17,Matches,e6af02e0
282,Darwin Núñez,uy URU,FW,Liverpool,23,3,2,175,1.9,1,1,1,0,0,0,1,0.51,0.51,1.03,0.51,1.03,2,2,0.8,2.8,1.01,0.41,1.42,1.01,1.42,Matches,4d77b365
283,Ethan Nwaneri,eng ENG,MF,Arsenal,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7f94982c
284,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,23,6,5,439,4.9,1,0,1,0,0,2,0,0.21,0,0.21,0.21,0.21,0.4,0.4,0.2,0.6,0.09,0.04,0.13,0.09,0.13,Matches,089667a5
285,Martin Ødegaard,no NOR,MF,Arsenal,23,6,6,494,5.5,3,0,3,0,0,1,0,0.55,0,0.55,0.55,0.55,1.7,1.7,0.6,2.3,0.32,0.1,0.42,0.32,0.42,Matches,79300479
286,Angelo Ogbonna,it ITA,DF,West Ham,34,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,74b2cd7e
287,Michael Olise,fr FRA,MFFW,Crystal Palace,20,5,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.09,0.15,0.25,0.09,0.25,Matches,c4486bac
288,Amadou Onana,be BEL,MF,Everton,21,6,4,391,4.3,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.2,0.8,0.16,0.04,0.19,0.16,0.19,Matches,828657ff
289,Frank Onyeka,ng NGA,MF,Brentford,24,4,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.11,0.11,0,0.11,Matches,2944f86f
290,João Palhinha,pt POR,MF,Fulham,27,7,7,621,6.9,2,0,2,0,0,5,0,0.29,0,0.29,0.29,0.29,0.5,0.5,0,0.5,0.07,0,0.07,0.07,0.07,Matches,a78ff07f
291,Cole Palmer,eng ENG,MFFW,Manchester City,20,4,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches,dc7f8a28
292,Emerson Palmieri,it ITA,DF,West Ham,28,4,2,142,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e0bc6fdc
293,Lucas Paquetá,br BRA,MFFW,West Ham,25,3,2,167,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08,Matches,9b6f7fd5
294,Thomas Partey,gh GHA,MF,Arsenal,29,4,4,347,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.08,0,0.08,0.08,0.08,Matches,529f49ab
295,Nathan Patterson,sct SCO,DF,Everton,20,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.05,0.05,0.1,0.05,0.1,Matches,230f0471
296,Ben Pearson,eng ENG,MF,Bournemouth,27,4,3,211,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,a6b461e7
297,Andreas Pereira,br BRA,MF,Fulham,26,7,7,560,6.2,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.4,0.4,1.1,1.5,0.06,0.17,0.24,0.06,0.24,Matches,6639e500
298,Ayoze Pérez,es ESP,MF,Leicester City,29,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.1,0.37,0.47,0.1,0.47,Matches,819aa8e7
299,Ivan Perišić,hr CRO,DF,Tottenham,33,7,4,336,3.7,0,3,0,0,0,2,0,0,0.8,0.8,0,0.8,0.1,0.1,1.6,1.8,0.03,0.44,0.47,0.03,0.47,Matches,6fe90922
300,Romain Perraud,fr FRA,DF,Southampton,24,5,3,210,2.3,0,1,0,0,0,0,0,0,0.43,0.43,0,0.43,0.1,0.1,0.4,0.5,0.05,0.17,0.22,0.05,0.22,Matches,6dfd8f05
301,Kalvin Phillips,eng ENG,MF,Manchester City,26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4f565d77
302,Nathaniel Phillips,eng ENG,DF,Liverpool,25,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08,Matches,515ebe8d
303,Jordan Pickford,eng ENG,GK,Everton,28,6,6,540,6,0,1,0,0,0,2,0,0,0.17,0.17,0,0.17,0,0,0.6,0.6,0,0.09,0.09,0,0.09,Matches,4806ec67
304,Daniel Podence,pt POR,MFFW,Wolves,26,7,5,412,4.6,2,0,2,0,0,1,0,0.44,0,0.44,0.44,0.44,1.1,1.1,0.8,2,0.24,0.18,0.43,0.24,0.43,Matches,7fcc71d8
305,Nick Pope,eng ENG,GK,Newcastle Utd,30,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b40d9ca
306,Dennis Praet,be BEL,FWMF,Leicester City,28,2,1,82,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,86695068
307,Christian Pulisic,us USA,FWMF,Chelsea,24,6,1,160,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.09,0.02,0.11,0.09,0.11,Matches,1bf33a9a
308,Aaron Ramsdale,eng ENG,GK,Arsenal,24,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,466fb2c5
309,Jacob Ramsey,eng ENG,MF,Aston Villa,21,7,6,495,5.5,1,1,1,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.5,0.5,0.6,1.1,0.09,0.11,0.2,0.09,0.2,Matches,1544f145
310,Marcus Rashford,eng ENG,FW,Manchester Utd,24,6,6,520,5.8,3,2,3,0,0,1,0,0.52,0.35,0.87,0.52,0.87,2.1,2.1,1.1,3.2,0.36,0.2,0.56,0.36,0.56,Matches,a1d5bd30
311,David Raya,es ESP,GK,Brentford,27,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,98ea5115
312,Tim Ream,us USA,DF,Fulham,34,7,7,627,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,28b40c9c
313,Nathan Redmond,eng ENG,DF,Southampton,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab651565
314,Harrison Reed,eng ENG,MF,Fulham,27,7,7,629,7,1,0,1,0,0,2,0,0.14,0,0.14,0.14,0.14,0.4,0.4,0.4,0.9,0.06,0.06,0.12,0.06,0.12,Matches,803ae100
315,Bobby Reid,jm JAM,FW,Fulham,29,7,7,596,6.6,1,1,1,0,0,3,0,0.15,0.15,0.3,0.15,0.3,1.2,1.2,0.3,1.5,0.18,0.05,0.23,0.18,0.23,Matches,0f7533cd
316,Declan Rice,eng ENG,MF,West Ham,23,7,7,630,7,0,1,0,0,1,1,0,0,0.14,0.14,0,0.14,1,0.2,0.7,0.9,0.14,0.1,0.24,0.03,0.13,Matches,1c7012b8
317,Chris Richards,us USA,DF,Crystal Palace,22,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,0a3d6d2b
318,Richarlison,br BRA,MFFW,Tottenham,25,6,2,229,2.5,0,2,0,0,0,2,0,0,0.79,0.79,0,0.79,0.7,0.7,1.1,1.8,0.27,0.44,0.71,0.27,0.71,Matches,fa031b34
319,Matt Ritchie,sct SCO,FW,Newcastle Utd,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,71ef519e
320,Andrew Robertson,sct SCO,DF,Liverpool,28,6,5,406,4.5,0,1,0,0,0,0,0,0,0.22,0.22,0,0.22,0.2,0.2,0.7,0.9,0.04,0.16,0.2,0.04,0.2,Matches,2e4f5f03
321,Antonee Robinson,us USA,DF,Fulham,25,6,6,478,5.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.4,0.01,0.07,0.07,0.01,0.07,Matches,2.90E+11
322,Marc Roca,es ESP,MF,Leeds United,25,6,6,452,5,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.7,0.7,0.2,0.9,0.14,0.03,0.17,0.14,0.17,Matches,da27e268
323,Marek Rodák,sk SVK,GK,Fulham,25,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,17acc2ed
324,Rodri,es ESP,MF,Manchester City,26,7,7,582,6.5,0,2,0,0,0,1,0,0,0.31,0.31,0,0.31,0.5,0.5,0.3,0.8,0.07,0.05,0.12,0.07,0.12,Matches,6434f10d
325,Rodrigo,es ESP,FWMF,Leeds United,31,5,5,357,4,4,1,4,0,0,0,0,1.01,0.25,1.26,1.01,1.26,2.4,2.4,0.7,3,0.59,0.17,0.76,0.59,0.76,Matches,1fb1c435
326,Mads Roerslev,dk DEN,DF,Brentford,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,57c94db2
327,Cristian Romero,ar ARG,DF,Tottenham,24,4,3,302,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.07,0,0.07,0.07,0.07,Matches,a3d94a58
328,Oriol Romeu,es ESP,MF,Southampton,30,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b511457
329,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37,6,1,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.1,0.31,0.14,0.45,0.31,0.45,Matches,dea698d9
330,Salomón Rondón,ve VEN,FW,Everton,33,4,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.7,0.03,0.73,0.7,0.73,Matches,b318a643
331,José Sá,pt POR,GK,Wolves,29,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,903b6e8b
332,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,25,4,4,342,3.8,1,2,1,0,0,1,0,0.26,0.53,0.79,0.26,0.79,1,1,1,1.9,0.25,0.26,0.51,0.25,0.51,Matches,2b16cb1a
333,Bukayo Saka,eng ENG,FW,Arsenal,21,7,7,616,6.8,1,4,1,0,0,1,0,0.15,0.58,0.73,0.15,0.73,1.6,1.6,0.9,2.5,0.23,0.13,0.36,0.23,0.36,Matches,bc7dc64d
334,Mohamed Salah,eg EGY,FW,Liverpool,30,6,6,540,6,2,2,2,0,0,0,0,0.33,0.33,0.67,0.33,0.67,2.5,2.5,1.8,4.3,0.42,0.29,0.72,0.42,0.72,Matches,e342ad68
335,William Saliba,fr FRA,DF,Arsenal,21,7,7,630,7,2,1,2,0,0,2,0,0.29,0.14,0.43,0.29,0.43,0.3,0.3,0.9,1.1,0.04,0.13,0.16,0.04,0.16,Matches,972aeb2a
336,Mohammed Salisu,gh GHA,DF,Southampton,23,7,7,630,7,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches,0b33f6ad
337,Albert Sambi Lokonga,be BEL,MF,Arsenal,22,5,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,1b4f1169
338,Davinson Sánchez,co COL,DF,Tottenham,26,4,4,328,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.08,0,0.08,0.08,0.08,Matches,da7b447d
339,Robert Sánchez,es ESP,GK,Brighton,24,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a713852
340,Jadon Sancho,eng ENG,FW,Manchester Utd,22,6,6,418,4.6,2,0,2,0,0,0,0,0.43,0,0.43,0.43,0.43,1.1,1.1,0.4,1.5,0.24,0.08,0.32,0.24,0.32,Matches,dbf053da
341,Gianluca Scamacca,it ITA,FW,West Ham,23,5,1,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.06,0.1,0.03,0.1,Matches,8790f988
342,Fabian Schär,ch SUI,DF,Newcastle Utd,30,6,6,540,6,1,0,1,0,0,3,0,0.17,0,0.17,0.17,0.17,0.6,0.6,0.2,0.8,0.1,0.03,0.13,0.1,0.13,Matches,c8aa95da
343,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,29,6,6,508,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0,0.6,0.11,0,0.11,0.11,0.11,Matches,3312f911
344,Nélson Semedo,pt POR,DF,Wolves,28,5,2,192,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,Matches,d04b94db
345,Marcos Senesi,ar ARG,DF,Bournemouth,25,4,3,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,35141f4c
346,Ryan Sessegnon,eng ENG,DF,Tottenham,22,6,4,333,3.7,1,0,1,0,0,1,0,0.27,0,0.27,0.27,0.27,0.7,0.7,0,0.7,0.19,0,0.19,0.19,0.19,Matches,6aa3e78b
347,Luke Shaw,eng ENG,DF,Manchester Utd,27,2,2,134,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.07,0.17,0.24,0.07,0.24,Matches,9c94165b
348,Bernardo Silva,pt POR,MFFW,Manchester City,28,7,5,452,5,2,3,2,0,0,0,0,0.4,0.6,1,0.4,1,0.8,0.8,1,1.8,0.17,0.19,0.36,0.17,0.36,Matches,3eb22ec9
349,Thiago Silva,br BRA,DF,Chelsea,37,6,6,540,6,0,1,0,0,0,0,0,0,0.17,0.17,0,0.17,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches,86e7deaf
350,Luis Sinisterra,co COL,FWMF,Leeds United,23,5,2,181,2,2,0,2,0,0,1,0,0.99,0,0.99,0.99,0.99,0.8,0.8,0,0.8,0.39,0.01,0.4,0.39,0.4,Matches,8e16dd48
351,Adam Smith,eng ENG,DF,Bournemouth,31,7,7,585,6.5,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches,20b104bc
352,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22,4,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,0.28,0.81,1.09,0.28,1.09,Matches,17695062
353,Dominic Solanke,eng ENG,FW,Bournemouth,25,5,4,402,4.5,1,1,1,0,0,0,0,0.22,0.22,0.45,0.22,0.45,0.6,0.6,0.4,1,0.14,0.09,0.23,0.14,0.23,Matches,e77dc3b2
354,Manor Solomon,il ISR,FW,Fulham,23,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,886f9aac
355,Tomáš Souček,cz CZE,MF,West Ham,27,7,7,630,7,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,1.4,1.4,0.1,1.4,0.19,0.01,0.2,0.19,0.2,Matches,6613c819
356,Boubakary Soumaré,fr FRA,MF,Leicester City,23,4,3,221,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ae59b359
357,Djed Spence,eng ENG,MF,Tottenham,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,27.47,0,27.47,27.47,27.47,Matches,9bc9a519
358,Jack Stacey,eng ENG,DFFW,Bournemouth,26,3,1,95,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,558807c0
359,Junior Stanislas,eng ENG,MF,Bournemouth,32,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches,6992791d
360,Jay Stansfield,eng ENG,FW,Fulham,19,3,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.27,0.07,0.35,0.27,0.35,Matches,b2626673
361,Jack Stephens,eng ENG,DF,Bournemouth,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6adbc307
362,Jack Stephens,eng ENG,DF,Southampton,28,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.15,0.15,0,0.15,Matches,6adbc307
363,Raheem Sterling,eng ENG,FWMF,Chelsea,27,6,6,513,5.7,3,1,3,0,0,1,0,0.53,0.18,0.7,0.53,0.7,2.5,2.5,1.1,3.6,0.44,0.2,0.64,0.44,0.64,Matches,b400bde0
364,John Stones,eng ENG,DF,Manchester City,28,6,5,461,5.1,0,2,0,0,0,1,0,0,0.39,0.39,0,0.39,0.2,0.2,0.7,0.9,0.03,0.14,0.17,0.03,0.17,Matches,5eecec3d
365,Pascal Struijk,nl NED,DF,Leeds United,23,6,6,540,6,0,1,0,0,0,1,0,0,0.17,0.17,0,0.17,0.3,0.3,1,1.3,0.05,0.17,0.22,0.05,0.22,Matches,f4d296e4
366,Crysencio Summerville,nl NED,FW,Leeds United,20,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,df04eb4b
367,Sam Surridge,eng ENG,FW,Nott'ham Forest,24,4,1,103,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.23,0,0.23,0.23,0.23,Matches,b017b770
368,Matt Targett,eng ENG,DF,Newcastle Utd,27,5,4,374,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.01,0.15,0.16,0.01,0.16,Matches,e514ab62
369,James Tarkowski,eng ENG,DF,Everton,29,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.08,0.02,0.09,0.08,0.09,Matches,15ea812b
370,Marcus Tavernier,eng ENG,FWMF,Bournemouth,23,7,7,603,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.6,1.2,0.08,0.09,0.18,0.08,0.18,Matches,5c0da4a4
371,Kenny Tete,nl NED,DF,Fulham,26,7,7,603,6.7,0,3,0,0,0,4,0,0,0.45,0.45,0,0.45,0,0,0.3,0.3,0,0.05,0.05,0,0.05,Matches,77d7c96f
372,Luke Thomas,eng ENG,DF,Leicester City,21,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fc027d02
373,Youri Tielemans,be BEL,MF,Leicester City,25,7,6,502,5.6,1,1,0,1,1,0,0,0.18,0.18,0.36,0,0.18,1,0.2,1.6,1.8,0.18,0.29,0.47,0.04,0.33,Matches,56f7a928
374,Kieran Tierney,sct SCO,DF,Arsenal,25,6,3,265,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.04,0.1,0.06,0.1,Matches,fce2302c
375,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,5,4,382,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,0.03,0.1,0.14,0.03,0.14,Matches,a105d46a
376,Takehiro Tomiyasu,jp JPN,DF,Arsenal,23,6,0,76,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06,Matches,b3af9be1
377,Ivan Toney,eng ENG,FW,Brentford,26,7,7,630,7,5,2,4,1,1,1,0,0.71,0.29,1,0.57,0.86,2.7,2,1.9,3.9,0.39,0.27,0.66,0.28,0.55,Matches,e09f279b
378,Adama Traoré,es ESP,FWDF,Wolves,26,4,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9a28eba4
379,Boubacar Traoré,ml MLI,MF,Wolves,21,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,999ceb5f
380,Mark Travers,ie IRL,GK,Bournemouth,23,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fe558029
381,Kieran Trippier,eng ENG,DF,Newcastle Utd,32,7,7,630,7,1,0,1,0,0,2,0,0.14,0,0.14,0.14,0.14,0.3,0.3,1.1,1.3,0.04,0.15,0.19,0.04,0.19,Matches,21512407
382,Leandro Trossard,be BEL,DFFW,Brighton,27,6,6,493,5.5,2,1,2,0,0,1,0,0.37,0.18,0.55,0.37,0.55,1.1,1.1,0.7,1.9,0.21,0.13,0.34,0.21,0.34,Matches,38ceb24a
383,Kostas Tsimikas,gr GRE,DF,Liverpool,26,5,1,134,1.5,0,2,0,0,0,1,0,0,1.34,1.34,0,1.34,0.1,0.1,0.4,0.5,0.06,0.26,0.32,0.06,0.32,Matches,f315ca93
384,Deniz Undav,de GER,MFFW,Brighton,26,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1.66,0.6,2.26,1.66,2.26,Matches,dd549382
385,Yan Valery,fr FRA,DF,Southampton,23,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,531a4aa8
386,Virgil van Dijk,nl NED,DF,Liverpool,31,6,6,540,6,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,0.4,0.4,0,0.5,0.07,0,0.08,0.07,0.08,Matches,e06683ca
387,Raphaël Varane,fr FRA,DF,Manchester Utd,29,5,4,405,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,9f8e9423
388,Jamie Vardy,eng ENG,FW,Leicester City,35,7,5,435,4.8,0,2,0,0,0,0,0,0,0.41,0.41,0,0.41,0.9,0.9,0.4,1.3,0.19,0.09,0.28,0.19,0.28,Matches,45963054
